time,PM10_Standard,PM25_Standard,PM100_Standard,PM10_Enviornment,PM25_Enviornment,PM100_Enviornment,Particles_03um,Particles_05um,Particles_10um,Particles_25um,Particles_50um,Particles_100um,Tempurature,Relative_Humidity,Pressure,Altitude,Gas
1741392811.682106,2.0,3.0,3.0,2.0,3.0,3.0,438.0,122.0,30.0,0.0,0.0,0.0,25.2137890625,35.441057390260674,1009.3546065219737,32.48240909401174,89857.0
1741392812.6931934,2.0,3.0,3.0,2.0,3.0,3.0,438.0,118.0,28.0,0.0,0.0,0.0,25.2040234375,35.187469084228276,1009.3484505999295,32.5338215785574,92401.0
1741392813.7042127,2.0,3.0,3.0,2.0,3.0,3.0,438.0,118.0,28.0,0.0,0.0,0.0,25.19484375,34.95195013878343,1009.3542527787744,32.48536344826131,97430.0
1741392814.7153487,2.0,3.0,3.0,2.0,3.0,3.0,438.0,118.0,28.0,0.0,0.0,0.0,25.1852734375,34.72261831700009,1009.3557612598765,32.47276508454227,99633.0
1741392815.7264853,1.0,2.0,2.0,1.0,2.0,2.0,414.0,114.0,26.0,0.0,0.0,0.0,25.1762890625,34.528760759773306,1009.3526721556939,32.49856433564344,102352.0
1741392816.7376254,1.0,2.0,2.0,1.0,2.0,2.0,414.0,114.0,26.0,0.0,0.0,0.0,25.1657421875,34.35252148042716,1009.3489654878556,32.52952137344825,103982.0
1741392817.748741,1.0,2.0,2.0,1.0,2.0,2.0,414.0,114.0,26.0,0.0,0.0,0.0,25.1540234375,34.21137214272918,1009.3397370740988,32.606594865930404,107339.0
1741392818.76018,1.0,2.0,2.0,1.0,2.0,2.0,378.0,100.0,19.0,0.0,0.0,0.0,25.142890625,34.06458994823378,1009.3479839971737,32.53771852048098,108863.0
1741392819.7714698,1.0,2.0,2.0,1.0,2.0,2.0,378.0,100.0,19.0,0.0,0.0,0.0,25.131953125,33.91215499875272,1009.3528585087862,32.49700796993267,110989.0
1741392820.7825437,1.0,2.0,2.0,1.0,2.0,2.0,378.0,100.0,19.0,0.0,0.0,0.0,25.1192578125,33.765530534646686,1009.3512897080681,32.51011013510238,113198.0
1741392821.7943382,1.0,1.0,1.0,1.0,1.0,1.0,348.0,92.0,15.0,0.0,0.0,0.0,25.1059765625,33.6248103034002,1009.3469596349427,32.546273726084614,115574.0
1741392822.8054876,1.0,1.0,1.0,1.0,1.0,1.0,348.0,92.0,15.0,0.0,0.0,0.0,25.093671875,33.490123450965484,1009.3460037706458,32.55425686118541,117578.0
1741392823.8166294,0.0,0.0,0.0,0.0,0.0,0.0,348.0,92.0,15.0,0.0,0.0,0.0,25.0805859375,33.33230156123235,1009.3456579623751,32.55714496528,119492.0
1741392824.8278332,0.0,1.0,1.0,0.0,1.0,1.0,366.0,100.0,19.0,0.0,0.0,0.0,25.0657421875,33.18028312548329,1009.3388689343182,32.61384538997523,121468.0
1741392825.838911,0.0,1.0,1.0,0.0,1.0,1.0,366.0,100.0,19.0,0.0,0.0,0.0,25.052265625,33.04012448662642,1009.337907378552,32.62187611091747,123424.0
1741392826.8500793,0.0,1.0,1.0,0.0,1.0,1.0,366.0,100.0,19.0,0.0,0.0,0.0,25.038203125,32.911611476558775,1009.3378627058788,32.622249208276756,124823.0
1741392827.8631184,1.0,2.0,2.0,1.0,2.0,2.0,360.0,102.0,16.0,0.0,0.0,0.0,25.02375,32.777406022493295,1009.333524795526,32.65847864399562,126435.0
1741392828.8765347,1.0,2.0,2.0,1.0,2.0,2.0,360.0,102.0,16.0,0.0,0.0,0.0,25.010078125,32.6607099241116,1009.3340927180279,32.65373545171708,127903.0
