Time,Latitude,Longitude,Temperature,Humidity,Pressure,Altitude,VOC,PM1,PM25,PM10,counts
1745014697.07,0,0,27.636796874999998,39.174081439938924,1005.2586037139769,66.7472973253808,44184.6,1.0,3.0,4.0,34.8
1745014702.03,0,0,27.724296875000004,38.4497286280446,1005.254769962385,66.77942124914978,67393.4,1.0,3.0,4.0,36.6
1745014707.13,0,0,27.771523437499997,37.844839667341134,1005.259047878431,66.74357553824908,89488.8,1.6,3.6,4.4,30.6
1745014712.04,0,0,27.802812499999998,37.51387701201154,1005.2583450162871,66.7494649582563,112170.0,1.6,3.6,4.4,30.4
1745014717.07,0,0,27.802812499999998,37.51387701201154,1005.2583450162871,66.7494649582563,112170.0,3.0,5.0,5.0,36.4
1745014722.04,0,0,27.8375,37.668579261318506,1005.266659598294,66.67979540407795,130272.2,3.0,5.0,5.0,32.4
1745014727.06,0,0,27.813398437500002,37.90001178170204,1005.2628638760401,66.71160050337862,144188.8,3.0,5.0,5.0,37.4
1745014732.07,0,0,27.8803515625,37.6636226733397,1005.250949459707,66.81143434130479,160005.6,3.0,4.0,4.0,38.6
1745014737.06,0,0,27.9299609375,37.33376622825123,1005.2393647570734,66.90850638284718,174645.4,3.0,4.0,4.0,38.6
1745014742.06,0,0,27.9619140625,37.06976395323157,1005.2307253740379,66.98089913974808,193915.0,3.0,4.2,5.0,33.6
1745014747.04,0,0,27.9840625,36.91562854597779,1005.232347427461,66.96730718813276,206565.6,3.0,4.2,5.0,35.0
1745014752.07,0,0,27.992343749999996,36.855364618220946,1005.2261650267219,67.0191122837301,217568.4,2.6,4.0,5.6,34.0
1745014757.03,0,0,27.992343749999996,36.855364618220946,1005.2261650267219,67.0191122837301,217568.4,2.6,4.0,5.6,33.2
1745014762.06,0,0,27.9251953125,36.947196691306665,1005.2294861047072,66.99128372327634,224503.0,2.8,3.8,5.8,41.4
1745014767.05,0,0,27.898749999999996,37.04558010269118,1005.2308695668438,66.97969090774191,233916.6,2.8,3.8,5.8,32.8
1745014772.1,0,0,27.919140625,37.04886724681683,1005.2271987642287,67.01045007638228,243145.2,3.0,3.8,5.8,35.0
1745014777.06,0,0,27.949609375,37.27809408434935,1005.2268617929063,67.01327374960906,251709.8,3.0,3.8,5.8,35.0
1745014782.08,0,0,27.983125,37.53387653630283,1005.2176594858338,67.09038419103015,258383.8,2.4,3.0,5.0,35.8
1745014787.06,0,0,28.016328125,37.57393159561954,1005.2138247625902,67.12251736065926,264821.4,2.4,3.0,5.0,29.6
1745014792.03,0,0,28.016328125,37.57393159561954,1005.2138247625902,67.12251736065926,264821.4,2.4,3.0,5.0,36.6
1745014797.06,0,0,28.049101562500006,37.53132848683585,1005.2196677229273,67.07355615393189,271884.8,2.4,3.4,5.8,33.0
1745014802.04,0,0,28.0131640625,37.53819723356786,1005.2263030363008,67.01795574719864,271779.0,2.4,3.4,5.8,33.8
1745014807.06,0,0,28.06671875,37.71270215467046,1005.2318704285805,66.97130417716455,279290.2,2.0,3.2,5.8,32.2
